StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q17,,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q5_1,Q5_2,Q5_3,Q5_4,Q6_1,Q6_2,Q6_3,Q6_4,Q9,Q10,Q11_1,Q12,Q13,Q14,Q15,Q16,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q19,Q20,Q21
6/15/23 9:03,6/15/23 9:29,IP Address,209.6.3.166,100,1533,TRUE,6/15/23 9:29,R_1BWtDCLFIWZhPgw,,,,,42.3725,-71.1814,anonymous,EN,RB,rbday37,TotalMentor,put 34 but was 37,5,5,6,4,4,3,4,A little bit false,A little bit true,A little bit true,A little bit true,A little bit true,Mostly false,A little bit true,A little bit false,Does fertilizer added to the soil lead to taller flowering plants?,This is the correct answer because the only thing they are changing is the fertilizer.,1983,The rabbit populations spike when the fox population is low. When the fox population is high the rabbit population is low.,The best amount of rice you can add is in between 70 and 100 units. These measurements yield the heights number of rice at 26.2 kg of rice per area. Everything else is too much or too little.,"Over the course of 30 days in any weather, she would monitor the two different types of seeds she planted 10 of each in different parts of her backyard. On a graph, she would measure the number of birds per hour not counting the same bird in one hour. She would then look at the seed that attracted the most birds during the time period she most wants the birds to come and that will be her choice. She must water the seeds the same amount and make sure she starts collecting data when they are near the same part of their lifespan.","Coral B will appear more colorful and healthy because the rising temperatures will not affect the algae that are providing the coral with its sugar. However, with the rising temperatures for Algae A and Coral A algae A will die therefore not providing enough sugar to the coral making that die. Even if it just produces less that means the coral will produce less nutrients to the algae.","The Asian silver carp will affect the fish in a different way. For one way, the Asian carp are taking the food of the Shad and Shriner and this means that their populations will decrease. It will decrease more or less depending on how much it relies on this. For the small mouth bass When it eats the thriving Asian Silver Carp population they have a lot more food therefore leading to an increase in population.",Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,The storyline.,Some of the jobs were very repetitive and there could have been more diversity in the jobs.,It helped me learn science by showing me the steps that scientists take to solve a problem.
6/15/23 9:03,6/15/23 9:15,IP Address,209.6.3.166,100,713,TRUE,6/15/23 9:15,R_3Ra6hpFNIqakYkr,,,,,42.3725,-71.1814,anonymous,EN,RB,rbday38,LoyalViolin,,6,6,6,6,6,6,6,Mostly true,Mostly true,Mostly false,A little bit true,A little bit true,A little bit true,Mostly true,Mostly true,Does fertilizer added to the soil lead to taller flowering plants?,The difference between the two is only the fertilizer.,1985,"When the fox population grows, the rabbit population decreases.","Too much fertilizer or too less fertilizer can lead to less amount of rice. The table shows that when little, 7.1 g, and when a lot, 14.4.",We would be comparing the difference between how much the birds eat sunflower seeds or thistle seeds. We would make sure the environment stays the same. We would collect the data on how much they would eat each.,"When ocean temperatures rise, the coral can get stressed, then algae and other species would get affected too.","The Asian silver carp will affect the shad, shiner, and smallmouth bass, but in different ways. From the table, we see that the Shad and the Shiner decrease, but the smallmouth bass increases. We can conclude that the Asian silver carp eats the shad and the shiner, and the smallmouth bass eats the Asian silver carp.",Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,It was interesting.,"It kind of got boring, I wish there were easter eggs.",It made me learn that science is fun and interesting.
6/15/23 13:43,6/15/23 13:58,IP Address,209.6.3.166,100,888,TRUE,6/15/23 13:58,R_7aNfA4Jz868t9oR,,,,,42.3725,-71.1814,anonymous,EN,RB,rbday4,VerifiedBeam,,3,3,4,4,3,4,3,A little bit false,Mostly false,Mostly false,A little bit false,A little bit true,A little bit false,A little bit false,A little bit true,Does fertilizer added to the soil lead to taller flowering plants?,He is only putting fertilizer on one of the plants,1984,When there are more foxes there are less rabbits and vice versa,A medium amount of fertilizer produces the highest yield of rice,A birdhouse for each type of food and seeds. Monitor how many times the birds go to each of the bird houses.,One type of coral appears dead because of the rising ocean temperature,I don't know,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I liked the variety of jobs,"The cursor and mechanics were super slow and laggy, Victor didn't give enough help sometimes",Helped me learn more about ecosystems
6/15/23 12:52,6/15/23 13:22,IP Address,209.6.3.166,100,1777,TRUE,6/15/23 13:22,R_22zEsFdx8mD1b2W,,,,,42.3725,-71.1814,anonymous,EN,RB,rbday40,PassiveCicada,,4,5,5,5,5,5,5,A little bit true,A little bit true,A little bit false,A little bit true,Mostly true,Definitely false,Mostly true,A little bit true,Does fertilizer added to the soil lead to taller flowering plants?,I think this question is being tested because they are only putting fertilizer in one plant and they will see if the one with fertilizer will grow better.,1984,The rabbit population goes up when the fox population goes down because there is no foxes to eat the rabbits. when the rabbit population goes down the foxes go up because the foxes are eating all of the rabbits.,when the rice has fertilizer it does better than having no fertilizer but if you have too much fertilizer the rice wont do as well.,the bird watcher could set out a different type of food each day for a month and then whichever once has the most birds will be the one that attracts the most.,Coral B is healthy because nothing is affecting the algae. Coral A is dying because the algae is dying due to the rising ocean temperatures.,The silver carp will not affect all of the fish in the same way. The small mouth bass will increase while the other fish decrease. This is because the bass east the silver carp.,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,I liked how you could go on quests in different places not just the kelp forest.,I didn't like how they didn't guide you a lot and how it was basically doing the same thing over and over.,by teaching us about underwater ecosystems.
6/15/23 13:45,6/15/23 14:14,IP Address,209.6.3.166,100,1736,TRUE,6/15/23 14:14,R_1DqYbXHWiA2mAUe,,,,,42.3725,-71.1814,anonymous,EN,RB,rbday41,SeemlyKnot,,4,3,4,4,4,4,3,A little bit false,A little bit false,A little bit false,A little bit false,Mostly false,A little bit true,Mostly false,Mostly false,Does fertilizer added to the soil lead to taller flowering plants?,"From the process of elimination, I could figure out that the only two options to ""How much fertilizer do flowering plants need?"" and ""Does fertilizer added to the soil lead to taller flowering plants?"". After this, I could deduce, ""How much fertilizer do flowering plants need?"" probably wasn't the answer because it was too vague. The final ""Does fertilizer added t the soil lead to taller flowering plants?"" question made the most sense which is why I picked it.",1984,"When the foxes are at the highest population, the rabbits are at the lowest. The same is true when it is the opposite. When the fox population is the lowest, the rabbit population is the highest. This most likely means that the foxes eat the rabbits until there isn't enough to eat which then starts killing the foxes from starvation. Because their predator is dying, the rabbits start repopulating even more, thus continuing the cycle.",The yield of rice keeps rising until around 120 units of nitrogen. The evidence supports this because every increment of fertilizer added keeps growing the yield of rice. This is until 120 units of nitrogen when the Yield of rice goes down from 26.2 to 26.1.,"You would be comparing which different seeds would attract birds more. You would be able to do this by having sunflower seed in the bird feeder one day, and thistle seed in the bird feeder another. Then they could measure the number of bird visits for each different seed and repeat that for more accurate results.","Because the difference in both coral reefs is just the temperature of the ocean, we can figure out that because coral reef A has white coral, the ocean temperature has something to do with that. We can deduce that because the ocean temperature is rising, it is killing the Algae in coral reef A, thus killing the coral. ","The Asian silver carp affects all of the fish in Lake Erie. This is because we know that the Asian silver carp eats the same thing as the Shad and Shiner: small plants and animals. This would explain the decrease in their populations. Because the carp are eating so much of the food that the Shad and Shiner eat, they are just dying from hunger. Now, the carp is also affecting the smallmouth bass. We know this because the smallmouth bass eats the Asian silver carp. This means that because the smallmouth bass has such a surplus in food, they are populating more. These are the ways the Asian silver carp affects the Shad, Shiner, and smallmouth bass.",Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,"I liked the intuition aspect of the game. Although there was dialogue and Victor to help you 
still had to figure out how all the different aspects of the game worked. ","Although there were a lot of different varieties like the job stations and different upgrades, I found that the jobs were a little bit repetitive. You just had to scan all the different species in the area, then put them through the experiment lab.",Wake helped me understand how different abiotic and biotic aspects of an ecosystem work in conjunction with each other to uphold itself.
6/15/23 13:44,6/15/23 14:11,IP Address,209.6.3.166,100,1617,TRUE,6/15/23 14:11,R_3D7wfjzLQp4bsJ0,,,,,42.3725,-71.1814,anonymous,EN,RB,rbday42,KindFirst,,5,4,4,5,5,4,4,A little bit false,Mostly false,Mostly false,Mostly false,Definitely true,Definitely false,Mostly true,Mostly true,Does fertilizer added to the soil lead to taller flowering plants?,The diagram shows one plant getting fertilizer and one not so the person must want to know what happens when u use and or don't use fertilizer.,1984,"When one of the animals population goes up, another comes down.",The bigger the land and the smaller amount of rice used equals more fertilizer used.,She could put the same amount of the 3 different bird foods in 3 different feeders and after a week see how much of the food was eaten and whichever one has less is the one that will attract more birds.,"Algae A, Ocean, and Coral A all touch, but ""Ocean"" does not touch Algae B or Coral A. it says that the Ocean affects the survival of Algae A which can affect Coral A, which might affect the coral and their color.","Asian silver carp will affect all the fish (shad, shiner, and small mouth bass) in different ways. The small mouth bass had a 16% increase in population and the shad (20% decrease) and shiner ( 35% decrease) had a decrease in population. Why? Because the Asian silver carp eats the same thing as the shad and shiner. They are an invasive species to the other fish as well.",Somewhat agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,I liked the animations and jobs,Some of the nightmares the O had were boring.,i learned about sea life and how the ecosystem and food chain worked in a fun way.
6/15/23 9:04,6/15/23 9:23,IP Address,209.6.3.166,100,1114,TRUE,6/15/23 9:23,R_279fJb4YGenOblE,,,,,42.3725,-71.1814,anonymous,EN,RB,rbday43,MistySaw,,3,2,5,3,2,5,2,Mostly false,Definitely false,Definitely false,Definitely false,Definitely false,Mostly true,Mostly false,Mostly false,Does fertilizer added to the soil lead to taller flowering plants?,"The question I selected was ""Does fertilizer added to the soil lead to taller flowering plants?"" because in the picture the flowers recieved the same amount of water but one of them got 10 mL of fertilizer.",1984,"When the population of rabbits goes down, the population of foxes go up because foxes eat the rabbits.","Fertilizer helps grow the rice. However, if you use too much fertilizer it can be bad for the rice. Area 5, 6, and 7 were the most succesful because they had just the right amount of fertilizer.",I would put up 3 bird feeders close together and fill each one with the same amount of food. Then I would see which feeder has the least food left after a certain amount of time.,Some corals appear colorful and healthy which some appear white and dead because of rising ocean temperatures and some algae give the coral nutrients and sugar.,"The Asian silver carp will not affect all the fish in the same way. 2 of the fish's population will decrease and one will increase. This is because the shad and shiner most likely get eaten by the Asian silver carp however, the smallmouth bass eat the Asian silver carp so their population will increase.",Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,You could choose the job you wanted.,It was boring and you would get stuck and have no help a lot.,I learned about ecosystems.
6/15/23 12:53,6/15/23 13:11,IP Address,209.6.3.166,100,1100,TRUE,6/15/23 13:11,R_DxlLCmmIbEnm3ZL,,,,,42.3725,-71.1814,anonymous,EN,RB,rbday44,PrizeWell,,1,1,1,1,1,1,1,Definitely false,Definitely false,Definitely false,Definitely false,A little bit false,A little bit true,Definitely false,Definitely false,Does the sun affect how tall the plants grow?,you know i really couldn't tell you if I tried ,1947,when the foxes eat too many rabbits then the rabbit population goes down but then the foxes have no more food so their population goes down then the rabbits produce more babies cause nothing Is eating them so their population goes up but then the foxes have more food so they eat and produce babies so their population goes up and its a cycle ,"I really can't, that's why I am failing science.","the food, and birds will be the variables and the species and her backyard would stay the same ",cause they have other interactions,My brain is too small to comprehend anything that this survey is telling me ,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,It was better than having actual class,"It was boring, I didn't understand most of the jobs, the jobs were too long, the game has too many levels, people became competitive about what level they were on, it made me feel stupid, I REALLY did not understand it, I fell asleep most of the time because I didn't understand what they wanted me to do, the game is basic, make it more exciting, and I could never tell if did a good job or not",it didn't
6/15/23 9:55,6/15/23 10:17,IP Address,209.6.3.166,100,1279,TRUE,6/15/23 10:17,R_UyB0HSaN1ghObp7,,,,,42.3725,-71.1814,anonymous,EN,RB,rbday45,PopularCloves,,3,3,4,3,3,5,4,A little bit false,Mostly false,Mostly false,Definitely false,A little bit false,A little bit false,A little bit false,A little bit false,How much fertilizer do flowering plants need?,I think it is being tested because each plant has the same amount of water but one has more fertilizer ,1994,They live in the same area except rabbits do have predators and foxes do not,there is the most rice when the fertilizers added is between 70-80.,everyday put sunflower seeds and thistle seeds right next to each other and see which one the bird goes for first,The corals color is typically colorful when there is algae in the area which gives coral the nutrients they need. The coral also does not do well when there are rising ocean tempetures.,The Asian silver carp will not affect all fish but it will affect the ones who eat small plants and animals as well. All of the animals who also eat small plants and animals population has gone down. ,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,I liked that although it was educational it also was fun to do,I didn't like how confusing it could get,I think that all of the jobs helped me learn about science.
6/15/23 12:53,6/15/23 13:30,IP Address,209.6.3.166,100,2260,TRUE,6/15/23 13:30,R_2ypWJiVw1p8xUEQ,,,,,42.3725,-71.1814,anonymous,EN,RB,rbday46,StrongSeep,,4,5,4,4,5,6,4,A little bit true,A little bit true,A little bit true,A little bit true,A little bit true,A little bit false,A little bit true,A little bit false,Does fertilizer added to the soil lead to taller flowering plants?,Because the diagram shows the fertilizer being added to JUST plant A which leads you to believe that that is an important factor. ,1984,"Because rabbits decline as there are more foxes (More foxes = More need for food = Fewer rabbits) Then when rabbits start to run out, foxes start eating each other causing a higher population of rabbits.",As the amount of fertilizer increases the yield of rice also increases as reflected in the graph UNTIL you are at 70 and rice yield gets to its prime (Which you can see as they increased fertilizer but rice stayed the same) When fertilizer gits 120 the rice starts to feel the effect of too much fertilizer and the yield of rice declines which you can see in the chance of data.,"In my experiment, it's important that everything except the type of food does not change because then we wouldn't be able to differentiate effects that were caused by the elements we are watching or something we just happened to change.  I would make sure I use the exact same location, position, and conditions. The data collected would include how many birds came to eat each one, and how much each bird would eat of the food.",I do not know.,"The Asian silver carp will affect all the fish in the same way because it eats what they eat. On the data table, it shows that they all eat the same size fish as the Asian silver carp and that the bigger fish eat them. That means that all the same-sized fish have less of a food supply and bigger fish will have more.",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,I like how it lets you experience new things and try out a type of job.,"After a bit, all the jobs basically become the same exact thing which an become boring.",It showed me how to collect different types of data and gave me new information.
6/15/23 9:55,6/15/23 10:15,IP Address,209.6.3.166,100,1159,TRUE,6/15/23 10:15,R_1CkVyGTucdVlXxX,,,,,42.3725,-71.1814,anonymous,EN,RB,rbday47,ClingingClass,,5,4,6,5,5,6,3,Mostly true,A little bit false,Mostly true,A little bit true,Mostly true,A little bit true,Mostly true,A little bit false,Does fertilizer added to the soil lead to taller flowering plants?,Because the student is give 10ml to one plant not the other. This experiment is used to see the significant difference between two different subjects. ,1984,When the fox population went down the rabbit population went up. This is because foxes eat rabbits and if the foxes go down the rabbits wont have has many things trying to eat them.,Between 70 and 100 the yield of rice was the highest. From 0 to 60 there wasn't enough fertilizer and from 120 to 160 there was too much fertilizer.,I would set up three different bird seed contraptions in the same area. I would count how many birds go to each bird seeder and if the same bird went to two or three I woul only count the first one they went to.,One population of Algae (B) is healthy and supporting the life of the coral. The other population of Algae is being killed off by ocean temperatures and cannot sustain the life of the coral.,"The Asian silver carp will not affect the fish in the same way. Since the Silver carp eats the same things the shad and shiner eat, there is less food to go around so the Shad and shiner's populations are decreasing. The smallmouth bass eats the silver carp so they increase because there is more nutrients for them.",Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,I like teh diversity of characters and I like how it makes science fun and interactive.,I think that it got repetitive but I feel sometimes all things do that.,"I think that Wake was able to get science across in a fun way, so it made it more enjoyable to play. I think it helped me learn that if you take the time and think about what your doing you will get a better result."
6/15/23 12:54,6/15/23 13:40,IP Address,209.6.3.166,100,2707,TRUE,6/15/23 13:40,R_2Ckr8lF6KHKzaaP,,,,,42.3725,-71.1814,anonymous,EN,RB,rbday48,leftbank,,4,3,4,4,4,4,4,A little bit false,A little bit false,A little bit true,A little bit false,A little bit true,Mostly false,A little bit false,A little bit false,Does fertilizer added to the soil lead to taller flowering plants?,because the diagram shows fertilizer being added to a plant ,1985,when the population of foxes goes up the population of rabbits goes down because there are more foxes to eat the rabbits thus making there be less rabbits this also happens vise versa ,the best amount of fertilizer is 70-100 units of nitrogen per area  we know this because the yield of rice was the highest with that amount of fertiliser ,"the thing we would be comparing is sunflower seeds and thistle seeds 
What I would use to make sure that all of the variables are the same each time I would fill two cups full of the seeds and weigh them each then I would set the cups outside and after 24 hours I would weigh them again 
I would collect what there before and after weight and see which lost more to see what birds too more of","coral A is white and dead because the rising heat In  the ocean is killing algae A, alge A is giving nutrients to coral A but without the nutraints the coral is dying ",I am not sure ,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,The art style was very cool,everything felt very repetitive after a while,how ecosystems work
6/15/23 9:55,6/15/23 10:24,IP Address,50.203.230.202,100,1704,TRUE,6/15/23 10:24,R_3MyDjcvhy135Cp8,,,,,42.3559,-71.2083,anonymous,EN,RB,rbday49,TidalBridge,,4,3,4,5,4,4,4,Mostly false,A little bit false,Mostly false,Mostly false,Mostly true,Definitely false,A little bit true,Mostly true,Does fertilizer added to the soil lead to taller flowering plants?,I think they are trying to figure out if fertilizer added to the soil leads to taller flowering plants because they added fertilizer in to one of the plants and didn't into the other. They also gave them both the same amount of water and sun.,1984,The change is related because when the fox population goes down the rabbit population also goes down. this might be because there inset enough food to eat when the rabbits decrees.,"The fertilizer dose help but if you add to much it might start to not work. Like in the graph the rice per year was the highest around 70,80, and 100 amount of fertilizer added. ",I would set up a feeding area for food then I would get equal amounts of food and line them up next to each other then over a day or two you could see how some feeders have more food and some feeders have less then you could see what the birds favorite food was.,From what I can see the ocean temperatures are affecting algae A witch lives in coral A. The rising temps are cussing algae A to die leaving the coral white.,The Asian carp is not affecting the fish in the same way. The Asian carp is killing things but also getting eaten. above it says the shad and the shiner are getting eaten and there population is decreasing by 20% and 35%. But the small mouth bass is increasing by 16% because it is eating the carp.,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,I liked how wake was very detailed and how there was a plot line.,I did't like how they didn't offer that much help in the game and how if you got stuck you would have to skip that job.,Wake helped me learn what scientist do and how animals interact.
6/15/23 9:05,6/15/23 9:44,IP Address,209.6.3.166,100,2350,TRUE,6/15/23 9:44,R_UchAF26PTb3szIt,,,,,42.3725,-71.1814,anonymous,EN,RB,rbday51,SplendidTripod,,3,3,2,4,3,3,4,Mostly true,Definitely true,Mostly true,Definitely true,A little bit true,A little bit false,Mostly true,A little bit true,Does fertilizer added to the soil lead to taller flowering plants?,"The diagram shows the same scenario two times, except in A it show 10mL of fertilizer being added to the plant. This shows that they are measuring how the plant will grow with or without sunlight. The 200mL of water in the plants shows that the fertilizer is the only independent variable.",1984,"The chart shows that the foxes are most likely the rabbit's natural enemy because, whenever the population of foxes goes down, the rabbit's spikes back up. When the population of foxes increases the rabbit's plummets from it's highest to it's lowest.","The best amount of areas to have to plant rice in this diagram is 7, because you can plant much more rice in one area and there is the most amount of fertilizer you can add to make your crops flourish.","you could put up two bird houses, one with sunflower seeds and one with thistle seeds inside then, set up a camera to observe them. You would then observe the data and see which house attracted more birds. Every time you do your experiment you would have to measure and put the same amount of seed into both birdhouses.","While both sets of algae and coral feed each other, algae A is affected by rising ocean temperature so it cannot continue to feed coral A, meaning a would die. Set B is a different type of coral that is more adjusted to higher temperature will continue to thrive.",The fish will affect Lake Erie because it can eat plant that other species eat and reproduce very rapidly. This will happen because there is no natural predator for this fish. The fish can also reproduce quicker because of this.,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Victor helped me through the game when I didn't understand what to do.,No,It helped me better understand graphs.
6/15/23 13:45,6/15/23 14:22,IP Address,209.6.3.166,100,2223,TRUE,6/15/23 14:22,R_ZFbrRrM9lawyMdH,,,,,42.3725,-71.1814,anonymous,EN,RB,rbday52,SeemlyLook,,3,3,4,4,5,3,4,A little bit false,A little bit true,A little bit true,A little bit true,Definitely true,Definitely false,Mostly true,A little bit false,Does fertilizer added to the soil lead to taller flowering plants?,There is a spoon holding fertilizer and none of the questions except one even mention fertilizer. ,1984,My guess is that when there are fewer foxes to hunt rabbits the rabbit population rockets which then allows the few foxes to have easier food making their population rocket then the rabbit population goes down. Repeat. ,I believe that area five was the best for efficiency and works really well.  ,"I would put two birdfeeders on a field at an equal distance from a tree one with one type and another with a different kind. Halfway through the week, I would switch the birdfeeders so if one is in a better spot they both have an equal chance. ",Normally a coral would give algae nutrients and algae would give coral sugar but some algae is affected by rising ocean temperatures. Algae A is affected and is dying so it can't provide coral A with sugar and both of these life forms die.   ,I've run out of time. ,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Ran out of time. ,Ran out of time. ,Ran out of time. 
6/15/23 12:54,6/15/23 13:19,IP Address,209.6.3.166,100,1480,TRUE,6/15/23 13:19,R_D9693Wui8syKhJD,,,,,42.3725,-71.1814,anonymous,EN,RB,rbday53,EasyChess,remved space,3,3,3,3,3,3,3,A little bit false,Mostly false,Mostly false,Mostly false,A little bit true,Definitely false,A little bit true,A little bit false,How much fertilizer do flowering plants need?,Because they were showing the spoon. ,1995,When the foxes get lower so does the rabbits. ,"It was not dependent on the fertilizer. The fertilizer gave it a boost to grow, but it also grew without it. ","I would collect the data by filling them both up the same amount but then putting them in different places. The reason why I would put them in different places is that one could attract all of the birds, but then if they are in different places they will have an even chance. ",Some coral reefs are colorful and some are dead because of how clean the water is. How much animal movement there is as well. ,I dont under stand what this question is is asking. ,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,I didnt love it. ,I dont like that its not taught by a teacher so I can kinda do it whenever and Its hard to get done. ,I dont know. 
6/15/23 9:04,6/15/23 9:34,IP Address,209.6.3.166,100,1753,TRUE,6/15/23 9:34,R_10pmPHe91hgGCQm,,,,,42.3725,-71.1814,anonymous,EN,RB,rbday54,staticsocks,,4,4,5,4,4,3,4,Mostly false,Mostly false,Mostly false,Mostly false,Mostly true,A little bit false,Mostly false,A little bit false,Does fertilizer added to the soil lead to taller flowering plants?,One of the plants are getting fertilizer and the other is not. They will probably mesure each plant to see if fertilizer makes a difference.,1984,The rabbit population goes up when there are less foxes and the fox population goes up when there are more rabbits. The rabbit population down up when there are more foxes.,70-100 is the best amount of fertilizer for a plant. That is the range in which the most rice grew.,Put two bird feeders right next to each other and put sunflower seeds in one and thistle seeds in the other. See which the birds eat more of.,In A the ocean temp is rising which kills the algae. The algae can no longer feed the coral so it dies. In B the temp stays the same and the coral and algae both live. ,"Search instead for The Asian silver carp is eating the food the shad and shiner fish usually eat and becoming food for the smallmouth bass. Silence the Asian silver carp came the fish that eat the same food are dying and the fish that eat the Asian silver carp are growing in population.

",Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,scaning and counting animals ,very long jobs,learning about science tools
6/15/23 9:04,6/15/23 9:18,IP Address,209.6.3.166,100,849,TRUE,6/15/23 9:18,R_2rwNPWGOzsefwKg,,,,,42.3725,-71.1814,anonymous,EN,RB,Rbday55,MindfulSheet,,3,3,3,3,3,3,4,Definitely false,Definitely false,Mostly false,Definitely false,A little bit false,A little bit false,A little bit false,A little bit false,Does fertilizer added to the soil lead to taller flowering plants?,because they are only adding fertilizer to one of the plants. ,1984,"when the rabbits go down, the foxes go up.",,You could weigh some food and then at the end come back and weigh it again. ,coral a is being hit by hotter water.,It will affect the shad and the shiner because it eats them. But it won't affect the bass because it eats the Asian silver carp. You  can see this on the chart when the first 2 decrease but the last one increase.,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,The scan tool.,"Ya, there was not plot. no story. nothing to make you happy or wonder what happens next.",
6/15/23 12:52,6/15/23 13:14,IP Address,209.6.3.166,100,1316,TRUE,6/15/23 13:14,R_2XpU33ZV3ddhM3Q,,,,,42.3725,-71.1814,anonymous,EN,RB,rbday56,RetiredWinter,removed space,5,3,5,5,5,5,5,Mostly true,Mostly true,Mostly true,Mostly true,A little bit true,A little bit false,A little bit true,A little bit true,Does fertilizer added to the soil lead to taller flowering plants?,because they measure how tall it is and everything besides the fertilizer is control. ,1985,when the rabbits go up the foxes go up because the foxes eat the rabbits,area 5 is the best because it is the least amount of fertilizer for the max rice yield ,put one feeder with sunflower seeds and one with thisel and after a week see which has less in it,some are dead because rising tempturs kill the algee,They do not affect them in the same way. because it made the bass go up and the shad go down. it does this because the bass eat the new fish and shad share the same food source. ,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,the adventuring and finding things,trying to find informaton in the aqs ,it helped me think in new ways
6/15/23 13:43,6/15/23 14:06,IP Address,209.6.3.166,100,1390,TRUE,6/15/23 14:06,R_1FwCMormwAfs2nh,,,,,42.3725,-71.1814,anonymous,EN,RB,rbday57,ImportedWisdom,,5,5,4,6,5,5,4,A little bit true,A little bit true,Mostly true,A little bit true,Mostly true,Mostly false,A little bit true,A little bit true,Do flowering plants grow better when watered with salt water?,"I don't really know, but maybe it's to see how children can answer a question based off a diagram or picture. ",1984,When the rabbits start going up the foxes start going down and when the foxes go up the rabbits go down. ,"The best amount of fertilizer is 70-100. This is because as you can see on the table, adding more or less fertilizer makes the rice grow less. ","The bird watcher should put out three bird feeders, one for each type of food, and then see how many birds go to each birdhouse and how fast they eat it. You would be comparing the different kinds of food and how good they are at attracting birds. It would be best if you remembered to put the same amount of food in each birdhouse and make them all the same color and design so it attracts birds the same. You would be able to see what birds eat and how long they are at each house. ",I think that some corals are healthy because they have a good source of food which is algae. Other corals are more dead looking because their algae is cut off and they don't have any food so they all die. ,"The Asian silver carp is affecting Lake Erie a lot. This is because the carp eat very small plants and animals. As you can see on the chart, small plants and animals are exactly what shad and shiners eat. Since there are so many carp in the lake eating the small plants it has caused a great decrease in the population of shad and shiners. The carp is also affecting the lake because it is making the bass population increase. You can see that the bass eat the Asian carp and because of this, their population is growing by 16%.  These are some of the ways that Asian Silver Carp are affecting species differently. ",Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,I liked it because you were able to go to different ocean ecosystems and I thought that was cool. I also thought many of the jobs were actually pretty interesting and it was fun to find out how to fix some of the problems in the ecosystem. ,I thought a lot of the jobs were very slow and tedious and that started to make the game boring. I also thought that sometimes I found myself getting stuck and the robot guy was no help in those situations. ,I think Wake taught me to learn science because it taught me to solve problems and find patterns and interactions. It also taught me things about sea animals and ocean ecosystems. 
6/15/23 9:59,6/15/23 10:18,IP Address,209.6.3.166,100,1176,TRUE,6/15/23 10:18,R_1fZuhMkWwD9dfNQ,,,,,42.3725,-71.1814,anonymous,EN,RB,rbday6,ManySquare,,4,3,4,6,5,3,5,A little bit false,A little bit false,A little bit false,A little bit false,A little bit false,A little bit true,Mostly true,Mostly true,How much fertilizer do flowering plants need?,because it helps me learn about plant life,1983,its because there are less predators than prey so that the predators can survive.,well the more fertallizer you have the more rice will grow,you put a table outside with both thistle seeds and sunflower seeds on it for 30 minutes and see what has been eaten more.,maybe the dead ones did not have others around it to share nutrients with it.,well if the Asian silver carp eats all the small creatures then the other fish can´t and they die.  ,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,I liked the storyline and how the ending goes with the hallucinations ,nope,it made me want to learn more
