Line Name,Code,English,Español ,//comments,Code-switching,
script|job.kelp-energy.modelingComplete:1,@9DA1ED5B,"{@player}   You know, {nameof @guide}... I mean this in the nicest possible way, but not all humans think of ""acceptable"" as a compliment.","{@player} Sabes, {nameof @guide}... Lo digo de la forma más amable posible, pero no todos los humanos consideran ""aceptable"" como un cumplido.",,,
script|job.kelp-energy.modelingComplete:2,@9EA1EEEE,"{@guide}    My apologies, O.","{@guide}    Mis disculpas, O.",,,
script|job.kelp-energy.modelingComplete:3,@9FA1F081,"{@guide}    I have an onboard Thesaurus, if you'd like me to improvise.","{@guide}    Tengo un diccionario de sinónimos a bordo, si quieres que improvise.",,,
script|job.kelp-energy.modelingComplete:4,@A0A1F214,{@guide}    Processing... processing...,{@guide}    Procesando... procesando...,,,
script|job.kelp-energy.modelingComplete:5,@A1A1F3A7,"{@guide}    Tolerable job, O!","{@guide}    ¡Trabajo tolerable, O!",,,
script|job.kelp-energy.modelingComplete:6,@A2A1F53A,{@player}   Oh. Um....,{@player}   Ay. Um....,,,
script|job.kelp-energy.modelingComplete:7,@A3A1F6CD,{@guide}    Your work is sufficient!,{@guide}    ¡Tu trabajo es suficiente!,,,
script|job.kelp-energy.modelingComplete:8,@94A1DF30,"{@player}   Never mind, {nameof @guide}. You're perfect. You do you.","{@player}   No importa, {nameof @guide}. Eres perfecto. Haz tú.",,,
script|job.kelp-energy.modelingComplete:9,@95A1E0C3,{@player}   Let's head to the station. I need to report back to Mom.,{@player}   Vayamos a la estación. Tengo que informarle a mamá.,,,
script|job.kelp-energy.helpReportBack:0,@E874D48A,{@player} \tWhat should we do now?,{@player} \t¿Qué hacemos ahora?,,,
script|job.kelp-energy.helpReportBack:1,@E974D61D,"{@guide}\tYou've modeled the relationships between {pluralnameof Urchin}, {pluralnameof GiantKelp}, and {pluralnameof SeaOtter}.","{@guide}\tHas modelizado las relaciones entre los {pluralnameof Urchin}, las {pluralnameof GiantKelp} y {pluralnameof SeaOtter}.",,,
script|job.kelp-energy.helpReportBack:2,@E674D164,Now you need to report back to {nameof @drKelp}.,Ahora tienes que informar a {nameof @drAlga}.,double check @drkelp in Spanish,,
script|job.kelp-energy.helpReportBack:4,@E474CE3E,{@guide}\tWe should first head back to the {map-name}research station{/map-name}.,{@guide}\tPrimero debemos volver a la {map-name}Estación de Investigación{/map-name}.,,,
script|job.kelp-energy.helpArgumentation:1,@0EC38B56,"{@player}   Can you remind me what I need to do now, {nameof @guide}?","{@player}   ¿Puedes recordarme lo que tengo que hacer ahora, {nameof @guide}?",,,
script|job.kelp-energy.helpArgumentation:2,@0DC389C3,{@guide}    Report your findings to {nameof @drKelp}.,{@guide}    Informa tus hallazgos a {nameof @drKelp}.,,,
script|job.kelp-energy.helpArgumentation:4,@13C39335,{@player}   What should we do now?,{@player}   ¿Qué debemos hacer ahora?,,,
script|job.kelp-energy.helpArgumentation:5,@12C391A2,{@guide}    Let's report our findings to {nameof @drKelp}.,{@guide}    Informemos nuestros hallazgos a {nameof @drKelp}.,,,
script|job.kelp-energy.helpArgumentation:7,@10C38E7C,"{@player} \tOkay, {nameof @guide}, what now?","{@player} \tBien, {nameof @guide}, ¿y ahora qué?",,,
script|job.kelp-energy.helpArgumentation:8,@17C39981,{@guide}\tYou need to head back to the {map-name}research station{/map-name}.,{@guide}\tTienes que volver a la estación de investigación.,,,
script|job.kelp-energy.helpArgumentation:9,@16C397EE,"There, you can report your findings to {nameof @drKelp}.","Allí, podrás informar tus hallazgos a {nameof @drKelp}.",,,
script|job.kelp-energy.catchFoodWeb:0,@C0AB712B,{@guide}    We need to create a {h}Visual Model{/h} of the {nameof RS-1C}.,{@guide}    Tenemos que crear un {h}Modelo visual{/h} del {nameof RS-1C}.,,,
script|job.kelp-energy.catchFoodWeb:2,@C2AB7451,{@guide}    We should head to the {m}Modeling Lab{/m} on the {h}AquaLab{/h}.,{@guide}    Debemos dirigirnos al {m}Laboratorio de Modelización{/m} del {h}AquaLab{/h}.,,,
script|job.kelp-energy.catchFoodWeb:5,@C3AB75E4,{@guide}    We should head to the {m}Modeling Lab{/m} to create a {h}Visual Model{/h}.,{@guide}    Debemos dirigirnos al {m}Laboratorio de Modelización{/m} para crear un {h}Modelo Visual{/h}.,,,
script|job.kelp-energy.catchReportBack:0,@24CAA1FA,{@guide}    Talk to {nameof drKelp} at the research station.,{@guide}    Habla con {nameof @drKelp} en la estación de investigación.,,,
script|job.kelp-energy.argue.hello:0,@9364BF84,"{@player}  How's Osa doing, Mom?","{@player} ¿Cómo está Osa, mamá?",,,
script|job.kelp-energy.argue.hello:1,@9464C117,"{@drKelp}  Oh, don't worry, Sweetie. I'm sure she'll be okay.","{@drKelp}  No te preocupes, cariño. Estoy segura de que se pondrá bien.",,,
script|job.kelp-energy.argue.hello:2,@9564C2AA,"{@player}  That didn't answer my question, Mom--","{@player}  Eso no responde a mi pregunta, mamá...",,,
script|job.kelp-energy.argue.hello:3,@9664C43D,{@drKelp}  Let me worry about all that. I want to hear about your job!,{@drKelp}  Deja que yo me preocupe de todo eso. Quiero que me cuentes lo de tu trabajo.,,,
script|job.kelp-energy.argue.chooseEnergy:0,@F39DD371,"{@drKelp}   According to your Food Web, what is the source of energy in the Forested Lagoon?","{@drKelp}   Según tu Red Alimentaria, ¿cuál es la fuente de energía de la Laguna Forestal?",,,
script|job.kelp-energy.argue.chooseEnergy:1,@F29DD1DE,"{@drKelp}   What is the thing that is consumed, but doesn't consume anything else?","{@drKelp}   ¿Qué es lo que se está consumiendo, pero no consume nada más?",,,
script|job.kelp-energy.argue.chooseEnergy:5,@F69DD82A,Giant Kelp,Alga Gigante,,,
script|job.kelp-energy.argue.chooseEnergy:6,@F59DD697,Urchins,Erizos,,,
script|job.kelp-energy.argue.chooseEnergy:7,@F49DD504,Otters,Nutrias ,,,
script|job.kelp-energy.argue.chooseEnergy:8,@EB9DC6D9,Let me get back to you,Te contestaré después,,,
script|job.kelp-energy.argue.giantKelp:3,@84386C84,{@drKelp}    Can I see your Forested Lagoon model? It should be in the {h}Sites Tab{/h} of AQOS.,{@drKelp}    ¿Puedo ver tu modelo de la Laguna Forestal? Debería estar en la ficha {h}Sitios{/h} del AQOS.,,,
script|job.kelp-energy.argue.chooseFacts:7,@A8A8A6D9,Present facts from AQOS,Presentar los datos del AQOS,,,
script|job.kelp-energy.argue.chooseFacts:10,@768350DD,Let me get back to you,Te contestaré después,,,
script|job.kelp-energy.argue.urchins:0,@530084B0,{@drKelp}\tHmm. That doesn't sound right.,{@drKelp}\tHmm. Eso no me parece bien.,,,
script|job.kelp-energy.argue.urchins:1,@54008643,That organism needs to eat something else to get energy.,Ese organismo necesita comer otra cosa para obtener energía.,,,
script|job.kelp-energy.argue.otters:0,@BAD8E95B,{@drKelp}   Hmm. Not quite.,{@drKelp}   Hmm. Pues no.,,,
script|job.kelp-energy.argue.otters:1,@B9D8E7C8,That organism needs to eat something else to get energy.,Ese organismo necesita comer otra cosa para obtener energía.,,,
script|job.kelp-energy.argue.energyModel:0,@8110D201,"{@drKelp}\tPerfect! Nice job, Olivia.","{@drKelp}\t¡Perfecto! Buen trabajo, Olivia.",,,
script|job.kelp-energy.argue.energyModel:1,@8010D06E,{@drKelp}    Kelp is like a plant. It gets its energy from the sun.,{@drKelp}    El alga es como una planta. Obtiene su energía del sol.,,,
script|job.kelp-energy.argue.energyModel:2,@7F10CEDB,"{@drKelp}\tThe other organisms eat it, and its energy fuels the whole ecosystem.",{@drKelp}\tLos demás organismos se la comen y su energía alimenta todo el ecosistema.,,,
script|job.kelp-energy.argue.unrelated:0,@D265594A,{@drKelp}\tThat's not a model.,{@drKelp}\tEso no es un modelo.,,,
script|job.kelp-energy.argue.unrelated:1,@D3655ADD,"If you made a model, it should be saved in AQOS for this ecosystem. Can I see your model?","Si has hecho un modelo, debería estar guardado en AQOS para este ecosistema. ¿Puedo ver tu modelo?",,,
script|job.kelp-energy.argue.giveUp:0,@0740EAD0,"{@drKelp}    Okay, get back to me when you're ready.","{@drKelp}    Sale, ponte en contacto conmigo cuando estés lista.",,,
script|job.kelp-energy.argue.done:1,@EC0FCECF,"{@drKelp}\tExcellent work, Olivia!","{@drKelp}\t¡Excelente trabajo, Olivia!",,,
script|job.kelp-energy.argue.done:2,@ED0FD062,"{@player}   Thanks, Mom.","{@player}   Gracias, mamá.",,,
script|job.kelp-energy.argue.done:3,@EE0FD1F5,{@player}   Though you probably knew all this stuff already...,{@player}   Aunque probablemente ya sabías todo esto...,,,
script|job.kelp-energy.argue.done:4,@E70FC6F0,"{@drKelp}   Oh, Mija. I know these jobs seem simple.","{@drKelp}   Oh, Mija. Sé que estos trabajos parecen sencillos.",,,
script|job.kelp-energy.argue.done:5,@E80FC883,{@drKelp}   But your work is so important.,{@drKelp}   Pero tu trabajo es muy importante.,,,
script|job.kelp-energy.argue.done:6,@E90FCA16,"{@drKelp}   If we want to create that Kelp Refuge, it's not enough to make assumptions.","{@drKelp}   Si queremos crear ese Refugio de Algas, no es suficiente con hacer presuposiciones.",,,
script|job.kelp-energy.argue.done:7,@EA0FCBA9,{@drKelp}   We need all the data you're collecting. We need to understand every part of this ecosystem.,{@drKelp}   Necesitamos todos los datos que estás recopilando. Necesitamos comprender cada parte de este ecosistema.,,,
script|job.kelp-energy.argue.done:8,@F30FD9D4,"{@player}   I get it, Mom.","{@player} Lo entiendo, mamá.",,,
script|job.kelp-energy.argue.done:9,@F40FDB67,{@player}   We're a team. I'll do whatever you need.,{@player}   Somos un equipo. Haré todo lo que necesites.,,,
script|job.kelp-energy.argue.done:10,@9BE2DB6D,"{@drKelp}   Thank you, Mija. I know I can count on you.","{@drKelp}   Gracias, Mija. Sé que puedo contar contigo.",,,
script|job.kelp-mussel-fest.start:0,@A7B0810A,"{@drKelp} Thank you for taking this job, Olivia!","{@drKelp} ¡Gracias por aceptar este trabajo, Olivia!",,,
script|job.kelp-mussel-fest.start:1,@A8B0829D,{@drKelp} It's been so hard to keep up with everything.,{@drKelp} Ha sido muy difícil estar al día de todo.,,,
script|job.kelp-mussel-fest.start:2,@A5B07DE4,{@player} Yeah... the station's been pretty empty lately.,{@player} Sí... la estación ha estado bastante vacía últimamente.,,,
script|job.kelp-mussel-fest.start:3,@A6B07F77,{@drKelp} Our people keep getting called away to other stations.,{@drKelp} Nuestra gente siguen siendo llamados a otras estaciones.,,,
script|job.kelp-mussel-fest.start:4,@A3B07ABE,"{@drKelp} Not that I blame them, of course. There's just not enough scientists.","{@drKelp} No es que los culpe, por supuesto. Simplemente no hay suficientes científicos.",,,
script|job.kelp-mussel-fest.start:5,@A4B07C51,"{@drKelp} Well... never mind all that, Mija.","{@drKelp} Bueno... no te preocupes por eso, Mija.",,,
script|job.kelp-mussel-fest.start:6,@A1B07798,{@drKelp} The mussels at the Forested Lagoon look strange.,{@drKelp} Los mejillones de la Laguna Forestal tienen un aspecto extraño.,,,
script|job.kelp-mussel-fest.start:7,@A2B0792B,{@drKelp} I need to find out if something is stressing them.,{@drKelp} Tengo que averiguar si algo los está estresando.,,,
script|job.kelp-mussel-fest.start:8,@9FB07472,"{@drKelp} Head outside to {h}site C{/h}, and {nameof @guide} will guide you from there.","{@drKelp} Dirígete al exterior, al {h}Sitio C{/h}, y {nameof @guide} te guiará desde allí.",,,
script|job.kelp-mussel-fest.helpLeaveShip:0,@ABF15CAA,"{@player}   Where should I go from here, {nameof @guide}?","{@player}   ¿Adónde debo ir a continuación, {nameof @guide}?",,,
script|job.kelp-mussel-fest.helpLeaveShip:1,@ACF15E3D,"{@guide}\tAccording to my data, you need to take your sub to {h}site C{/h}!","{@guide}\t ¡Según mis datos, tienes que llevar tu submarino al {h}Sitio C{/h}!",,,
script|job.kelp-mussel-fest.helpScan:0,@989C09AC,"{@player}   Can you remind me what to do next, {nameof @guide}?","{@player}   ¿Puedes decirme qué debo hacer a continuación, {nameof @guide}?",,,
script|job.kelp-mussel-fest.helpScan:1,@999C0B3F,"{@guide}\tCertainly, O.","{@guide}\t Por supuesto, O.",,,
script|job.kelp-mussel-fest.helpScan:2,@9A9C0CD2,You need to scan a mussel and gather data from the water chemistry probe!,¡Tienes que escanear un mejillón y recopilar datos de la sonda química del agua!,,,
script|job.kelp-mussel-fest.navigation.goBackUp:0,@8105E372,"{@guide}  Acceptable work, O! You've gathered enough information to do some experiments!","{@guide}  ¡Trabajo aceptable, O! ¡Has reunido suficiente información para hacer algunos experimentos!",,,
script|job.kelp-mussel-fest.navigation.goBackUp:1,@8205E505,"{@player} Thanks, {nameof @guide}.","{@player} Gracias, {nameof @guide}.",,,
script|job.kelp-mussel-fest.helpExperiment:0,@4A419CF6,"{@player}   Okay, {nameof @guide}. What now?","{@player}   Muy bien, {nameof @guide}. ¿Y ahora qué?",,,
script|job.kelp-mussel-fest.helpExperiment:1,@4B419E89,{@guide}\tAdd mussels to the stress tank. Then adjust the levels and see what happens.,{@guide}\tAñade mejillones al tanque de estrés. Luego ajusta los niveles y mira a ver qué pasa.,,,
script|job.kelp-mussel-fest.experimentEnd:0,@86CA4D5E,{@player}\tUm. So... we've got our stress ranges.,{@player}\tUm. Entonces... ya tenemos nuestros rangos de estrés.,,,
script|job.kelp-mussel-fest.experimentEnd:1,@87CA4EF1,{@player}   But how does that relate to what's happening to the mussels at site C?,{@player}¿Pero cómo se relaciona eso con lo que les ocurre a los mejillones en el sitio C?,,,
script|job.kelp-mussel-fest.experimentEnd:2,@84CA4A38,"{@guide} My data is inconclusive, O.","{@guide} Mis datos no son concluyentes, O.",,,
script|job.kelp-mussel-fest.experimentEnd:3,@85CA4BCB,{@player} Okay. Guess I better go talk to Mom.,{@player} De acuerdo. Supongo que será mejor que vaya a hablar con mi mamá.,,,
script|job.kelp-mussel-fest.helpReport:0,@CEB88543,"{@player}   What now, {nameof @guide}?","{@player}   ¿Y ahora qué, {@guide}?",,,
script|job.kelp-mussel-fest.helpReport:1,@CDB883B0,{@guide}\tIt's time to share your findings at the {m}research station{/m}.,{@guide}\tEs hora de compartir tus descubrimientos en la {m}estación de investigación{/m}.,,,
script|job.kelp-mussel-fest.catchScanMussels:0,@E31FEA7E,{@guide}    Look for Mussels at Site C and scan one.,{@guide}    Busca los mejillones en el Sitio C y escanea uno.,,,
script|job.kelp-mussel-fest.catchWaterData:0,@ADFAA148,{@guide}    There should be an environment probe at Site C that you can scan.,{@guide}    Debería haber una sonda del Ambiente en el Sitio C que puedes escanear.,,,
script|job.kelp-mussel-fest.catchStressParam:0,@5F373B42,{@guide}    Use the Stress Tank to determine what is stressing the Mussels.,{@guide}    Utiliza el Tanque de Estrés para determinar qué está provocando estrés hacía los Mejillones.,,,
script|job.kelp-mussel-fest.catchReport:0,@07ACDF9F,{@guide}    Talk to {nameof drKelp} at the research station.,{@guide}    Habla con {nameof @drKelp} en la estación de investigación.,missing @?,,
script|job.kelp-mussel-fest.argue.hello:0,@E7985ECA,{@drKelp}\tExcellent! Did you find out what's been stressing the mussels here at site C?,"{@drKelp}\t¡Excelente! ¿Has averiguado qué está estresando a los mejillones aquí, en el sitio C?",,,
script|job.kelp-mussel-fest.argue.hello:1,@E898605D,"{@player} Um... honestly, Mom, I'm not sure.","{@player} Um... sinceramente, mamá, no estoy segura.",,,
script|job.kelp-mussel-fest.argue.hello:2,@E5985BA4,"{@drKelp} Okay, Mija. Let's look at your data.","{@drKelp} Venga, Mija. Veamos tus datos.",,,
script|job.kelp-mussel-fest.argue.hello:4,@E398587E,"{@drKelp}\tWe've talked about the temperature, pH, and light at the site.","{@drKelp}\tHemos hablado de la temperatura, el pH y la luz en el sitio.",,,
script|job.kelp-mussel-fest.argue.hello:7,@E29856EB,{@drKelp}\tWe've already established the stress ranges for the mussels.,{@drKelp}\t Ya hemos establecido los rangos de estrés de los mejillones.,,,
script|job.kelp-mussel-fest.argue.hello:11,@93DFCA04,{@drKelp}\tWhat were the stress ranges for the mussels?,{@drKelp}\t¿Cuáles eran los rangos de estrés de los mejillones?,,,
script|job.kelp-mussel-fest.argue.reasonStress:6,@696B0898,Present facts from AQOS,Presentar los datos del AQOS,,,
script|job.kelp-mussel-fest.argue.reasonStress:9,@686B0705,Let me get back to you,Te contestaré después,,,
script|job.kelp-mussel-fest.argue.correctFactsReasonStress:3,@DFFDD036,"{@drKelp}\tSo, mussels get stressed out when the temperature is below 2°C or above 13°C.","{@drKelp}\tEntonces, los mejillones se estresan cuando la temperatura baja a menos de 2 °C o supera los 13 °C.",,,
script|job.kelp-mussel-fest.argue.correctFactsReasonStress:4,@E2FDD4EF,They don't like it when the pH goes below 8.0 or above 8.4.,No les gusta que el pH esté por debajo de 8.0 o por arriba de 8.4.,,,
script|job.kelp-mussel-fest.argue.correctFactsReasonStress:5,@E1FDD35C,And the amount of light doesn't seem to make a difference.,Y la cantidad de luz no parece tener importancia.,,,
script|job.kelp-mussel-fest.argue.incorrectFactsReasonStress:0,@AC706910,{@drKelp}\tHmmm... that doesn't seem right.,{@drKelp}\tHmmm... eso no parece correcto.,,,
script|job.kelp-mussel-fest.argue.reasonChemistry:6,@79CACFB2,{@drKelp}\tNow compare the mussels' stress levels from the tank with the conditions here at site C.,{@drKelp}\tAhora compara los niveles de estrés de los mejillones del tanque con las condiciones aquí en el sitio C.,,,
script|job.kelp-mussel-fest.argue.reasonChemistry:7,@7ACAD145,"{@drKelp}\tWhat are the temperature, pH, and light levels at the Forested Lagoon?","{@drKelp}\t¿Cuáles son los niveles de temperatura, pH y de luz en la Laguna Forestal?",,,
script|job.kelp-mussel-fest.argue.reasonChemistry:8,@7BCAD2D8,Present facts from AQOS,Presentar los datos del AQOS,,,
script|job.kelp-mussel-fest.argue.reasonChemistry:11,@BD38A8C6,Let me get back to you,Te contestaré después,,,
script|job.kelp-mussel-fest.argue.correctFactsReasonChemistry:1,@C12B53A0,"{@drKelp}\tHmmm. So, Site C has 85% light, a temperature of 21 C, and a pH of 8.1","{@drKelp}\tHmmm. Así que el sitio C tiene un 85% de luz, una temperatura de 21 ºC y un pH de 8.1",,,
script|job.kelp-mussel-fest.argue.incorrectFactsReasonChemistry:0,@ED0ACA7E,{@drKelp}\tHmmm... that's not really helping us understand the conditions at the site.,{@drKelp}\tHmmm... eso no nos ayuda mucho a comprender las condiciones del sitio.,,,
script|job.kelp-mussel-fest.argue.chooseClaim:1,@8F75295E,"{@drKelp}\tAccording to the stress tank, which of these values is too much for our poor mussels?","{@drKelp}Según el tanque de estrés, ¿cuál de estos valores es demasiado elevado para nuestros pobres mejillones?",,,
script|job.kelp-mussel-fest.argue.chooseClaim:2,@8E7527CB,It's the light!,¡Es la luz!,,,
script|job.kelp-mussel-fest.argue.chooseClaim:3,@8D752638,It's the temperature!,¡Es la temperatura!,,,
script|job.kelp-mussel-fest.argue.chooseClaim:4,@9475313D,It's the pH!,¡Es el pH!,,,
script|job.kelp-mussel-fest.argue.chooseClaim:5,@93752FAA,Let me get back to you,Te contestaré después,,,
script|job.kelp-mussel-fest.argue.lightOrPHStress:0,@D9EEC8A3,{@drKelp}\tI'm not seeing that connection based on the data we just discussed.,"{@drKelp}\t Basándome en los datos que acabamos de discutir, no veo esa conexión.",,,
script|job.kelp-mussel-fest.argue.giveUp:0,@5EDECF7E,"{@drKelp} Okay, Olivia. Get back to me when you're ready.","{@drKelp} Sale, Olivia. Vuelve a llamarme cuando estés lista.",,,
script|job.kelp-mussel-fest.argue.tempStress:0,@319FB290,"{@drKelp}\tPerfect, Olivia! Looks like the Forested Lagoon is too warm for the mussels.","{@drKelp}\t¡Perfecto, Olivia! Parece que la Laguna Forestal está muy caliente para los mejillones.",,,
script|job.kelp-mussel-fest.argue.tempStress:1,@329FB423,{@drKelp}\tHmm. I wonder if the mussels will continue to reproduce.,{@drKelp}\tHmm. Me pregunto si los mejillones seguirán reproduciéndose.,,,
script|job.kelp-mussel-fest-solution.start:0,@F93FABA6,{@drKelp} Wonderful! I've really been wanting to solve the mystery of those mussels.,{@drKelp} ¡Maravilloso! Tenía muchas ganas de resolver el misterio de los mejillones.,,,
script|job.kelp-mussel-fest-solution.start:1,@FA3FAD39,"{@drKelp}  We need to find out if the mussels here at site C will continue reproducing, even though they're stressed.",{@guide}   \tAún tienes que contar las tortugas bobas en el sitio V.,,,
script|job.kelp-mussel-fest-solution.start:2,@F73FA880,{@drKelp}  The community is pretty concerned. Mussels are a delicacy around here.,{@drKelp}  La comunidad está bastante preocupada. Los mejillones son un plato exquisito por aquí.,,,
script|job.kelp-mussel-fest-solution.start:3,@F83FAA13,{@drKelp}  Speaking of which... you've been working nonstop lately. Have you been getting enough protein?,{@drKelp}  Hablando de eso... últimamente has estado trabajando sin parar. ¿Has estado consumiendo suficiente proteína?,,,
script|job.kelp-mussel-fest-solution.start:4,@FD3FB1F2,"{@drKelp}  You can stick around, if you'd like. I made my homemade mussel-kelp loaf!","{@drKelp}  Puedes quedarte, si quieres. ¡Hice mi pan casero de mejillones y algas!",,,
script|job.kelp-mussel-fest-solution.start:5,@FE3FB385,"{@player}  That sounds delicious, Mom, but I better get to work.","{@player}  Suena riquísimo, mamá, pero será mejor que me ponga a trabajar.",,,
script|job.kelp-mussel-fest-solution.start:6,@FB3FAECC,"{@drKelp} Okay, Sweetie. Stay safe out there.","{@drKelp} Sale, cariño. Mantente segura allá fuera.",,,
script|job.kelp-mussel-fest-solution.helpStartExperiment:0,@40D4BDC4,{@player}   Hmm. I'm not sure how to approach this job.,{@player} Hmm. No estoy segura de cómo empezar este trabajo.,,,
script|job.kelp-mussel-fest-solution.helpStartExperiment:1,@41D4BF57,{@guide}\tProcessing data...,{@guide}\tProcesando datos...,,,
script|job.kelp-mussel-fest-solution.helpStartExperiment:2,@42D4C0EA,I believe you'll need the {nameof MeasurementTank} in the Experiment room.,Creo que necesitarás el {nameof MeasurementTank} de la sala de Experimentos.,,,
script|job.kelp-mussel-fest-solution.helpSelectEnvironment:1,@5AD70519,"{@player}   Can you help me figure out which sites to choose, {nameof @guide}?","{@player}   ¿Puedes ayudarme a saber qué sitios elegir, {nameof @guide}?",,,
script|job.kelp-mussel-fest-solution.helpSelectEnvironment:2,@57D70060,"{@guide}\tCertainly, O.","{@guide}\t Por supuesto, O.",,,
script|job.kelp-mussel-fest-solution.helpSelectEnvironment:3,@58D701F3,{@guide}   You will need to run the experiment twice...,{@guide}   Tendrás que hacer el experimento dos veces...,,,
script|job.kelp-mussel-fest-solution.helpSelectEnvironment:4,@5DD709D2,{@guide} Once with an environment that stresses the mussels.,{@guide} Una de ellas con el Ambiente que estresa a los mejillones.,,,
script|job.kelp-mussel-fest-solution.helpSelectEnvironment:5,@5ED70B65,{@guide} And another time with an environment that doesn't stress them.,{@guide} Y otra vez con un Ambiente que no los estrese.,,,
script|job.kelp-mussel-fest-solution.helpSelectEnvironment:7,@5CD7083F,"{@player}   How do we do this again, {nameof @guide}?","{@player} ¿Cómo hacemos esto otra vez, {@guide}?",,,
script|job.kelp-mussel-fest-solution.helpSelectEnvironment:8,@61D7101E,"{@guide}\tSelect an ecosystem, a species, and additional controls. Then run your experiment.","{@guide}\tSelecciona un ecosistema, una especie y controles adicionales. Después, corre tu experimento.",,,
script|job.kelp-mussel-fest-solution.helpContinueExperiment:0,@73F1EA3F,"{@player}   Okay, {nameof @guide}. Should I head back and report my findings?","{@player}   De acuerdo, {nameof @guide}. ¿Debo volver e informar mis hallazgos?",,,
script|job.kelp-mussel-fest-solution.helpContinueExperiment:1,@72F1E8AC,"{@guide}\tNot yet, O. You still need to find another Mussel reproduction rate.","{@guide}\tTodavía no, O. Aún tienes que encontrar otra tasa de reproducción del mejillón.",,,
script|job.kelp-mussel-fest-solution.experimentEnd:0,@BFC74132,"{@guide}\tYour work is sufficient, O!","{@guide}\t¡Tu trabajo es suficiente, O!",,,
script|job.kelp-mussel-fest-solution.experimentEnd:1,@C0C742C5,"{@player}   Thanks, {nameof @guide}. You too.","{@player}   Gracias, {nameof @guide}. Tú también.",,,
script|job.kelp-mussel-fest-solution.experimentEnd:2,@BDC73E0C,{@player}   I better grab a snack on the way to the station. Mom's mussel-kelp loaf is the stuff of nightmares.,{@player} Será mejor que me coma un bocadillo de camino al estación. Ese pastelito de mamá que lleva mejillones y algas de mar es una pesadilla.,,,
script|job.kelp-mussel-fest-solution.experimentEnd:3,@BEC73F9F,{@guide}    You have had another nightmare? About meatloaf?,{@guide}    ¿Has tenido otra pesadilla? ¿Sobre el pastel de carne?,,,
script|job.kelp-mussel-fest-solution.experimentEnd:4,@BBC73AE6,"{@player}   Oh... no, it's just a figure of speech.","{@player}   Oh... no, es sólo una forma de hablar.",,,
script|job.kelp-mussel-fest-solution.experimentEnd:5,@BCC73C79,{@player}   I hope.,{@player} Eso espero.,,,
script|job.kelp-mussel-fest-solution.helpReport:0,@9E3ED8BF,{@player}   What now?,{@player}   ¿Y ahora qué?,,,
script|job.kelp-mussel-fest-solution.helpReport:1,@9D3ED72C,{@guide}\tNow you should be able to tell {nameof drKelp} about the effect of stress on Mussel reproduction!,{@guide}\t Ahora deberías de decirle a {@nameof DrKelp} sobre el efecto del estrés en la reproducción del mejillón.,,,
script|job.kelp-mussel-fest-solution.catchUnstressedRate:0,@50B3FE35,{@guide}    Put Mussels in the Measurement Tank in an environment that does not stress them.,{@guide}    Pon los Mejillones en el Tanque de Medidas en un ambiente que no los estrese.,,,
script|job.kelp-mussel-fest-solution.catchStressedRate:0,@E51EFDC6,{@guide}    Put Mussels in the Measurement Tank in an environment that stresses them.,{@guide}    Coloca los Mejillones en el Tanque de Medidas en un Ambiente que los estrese.,,,
script|job.kelp-mussel-fest-solution.catchReportChange:0,@0DE5D84B,{@guide}    Talk to {nameof drKelp} at the {m}research station{/m}.,{@guide}    Habla con {nameof DrKelp} en la {m}estación de investigación{/m}.,,,
script|job.kelp-mussel-fest-solution.argue.chooseClaim:0,@FEFFEDF5,{@drKelp}\tAre Mussel reproduction rates being impacted by stress at {h}Site C{/h}?,{@drKelp}\t¿Serán afectadas las tasas de reproducción de los mejillones por el estrés en el {h}Sitio C{/h}?,,,
script|job.kelp-mussel-fest-solution.argue.chooseClaim:1,@FDFFEC62,Mussel reproduction should stay the same.,Se mantendrá estable la reproducción de los mejillones.,,,
script|job.kelp-mussel-fest-solution.argue.chooseClaim:2,@FCFFEACF,Mussel reproduction will slow.,Se reducirá la reproducción de los mejillones.,,,
script|job.kelp-mussel-fest-solution.argue.chooseClaim:3,@FBFFE93C,The Mussels will grow faster!,Los mejillones crecerán mucho más rápidos.,,,
script|job.kelp-mussel-fest-solution.argue.chooseClaim:4,@FAFFE7A9,Let me get back to you,Te contestaré después,,,
script|job.kelp-mussel-fest-solution.argue.notReady:0,@79EE5F86,"{@drKelp} Okay, Sweetie. Get back to me when you're ready.","{@drKelp} Está bien, cariño. Vuelve a llamarme cuando estés lista.",,,
script|job.kelp-mussel-fest-solution.argue.growSame:0,@18EC632B,{@drKelp}\tHow do you know?,{@drKelp}\t¿Cómo lo sabes?,,,
script|job.kelp-mussel-fest-solution.argue.growIncorrect:0,@0B557868,{@drKelp}\tHow do you know?,{@drKelp}\t¿Cómo lo sabes?,,,
script|job.kelp-mussel-fest-solution.argue.defendClaim:6,@5B6193AC,Present facts from AQOS,Presentar los datos del AQOS,,,
script|job.kelp-mussel-fest-solution.argue.defendClaim:9,@62619EB1,Let me get back to you,Te contestaré después,,,
script|job.kelp-mussel-fest-solution.argue.defendClaimIncorrect:6,@D8B3FFFB,Present facts from AQOS,Presentar los datos del AQOS,,,
script|job.kelp-mussel-fest-solution.argue.defendClaimIncorrect:9,@D5B3FB42,Let me get back to you,Te contestaré después,,,
